CustomerID,Gender,Age,City,AnnualIncome_juta,SpendingScore,Recency_hari,Frequency_bulan,MonetaryValue_ribu,PreferredCategory
CUST01812,Female,25,Medan,89.0,93,3,45,942,Home & Living
CUST01813,Male,29,Semarang,29.8,51,4,1,234,Home & Living
CUST01814,Male,46,Jakarta,65.7,63,13,31,410,Fashion
CUST01815,Male,26,Surabaya,100.7,82,15,47,1121,Home & Living
CUST01816,Male,25,Surabaya,86.5,92,4,43,913,Food & Beverage
CUST01817,Male,30,Jakarta,96.3,91,8,43,949,Home & Living
CUST01818,Male,22,Jakarta,24.6,50,14,3,225,Food & Beverage
CUST01819,Male,58,Surabaya,22.2,11,98,2,186,Home & Living
CUST01820,Male,25,Semarang,98.3,93,14,47,839,Home & Living
CUST01821,Female,50,Bandung,56.8,31,49,9,224,Fashion
CUST01822,Male,61,Jakarta,23.7,11,93,1,27,Fashion
CUST01823,Male,22,Surabaya,20.5,54,6,3,265,Food & Beverage
CUST01824,Female,27,Jakarta,100.2,91,4,49,869,Electronics
CUST01825,Male,30,Jakarta,32.6,50,8,4,112,Sports
CUST01826,Male,20,Jakarta,31.5,50,7,3,253,Sports
CUST01827,Male,45,Palembang,51.2,38,58,10,215,Home & Living
CUST01828,Female,47,Yogyakarta,66.0,58,18,31,514,Electronics
CUST01829,Male,30,Medan,93.2,89,16,47,1002,Fashion
CUST01830,Female,49,Surabaya,47.9,35,60,12,265,Sports
CUST01831,Female,66,Jakarta,12.7,7,93,2,10,Food & Beverage
CUST01832,Male,44,Makassar,71.0,53,17,30,409,Fashion
CUST01833,Male,19,Jakarta,93.7,91,4,44,876,Electronics
CUST01834,Female,44,Medan,61.6,61,18,32,347,Electronics
CUST01835,Female,71,Surabaya,28.3,16,90,1,89,Home & Living
CUST01836,Female,46,Bandung,44.7,28,50,17,277,Fashion
CUST01837,Female,43,Semarang,72.2,59,12,31,493,Food & Beverage
CUST01838,Male,43,Jakarta,78.5,64,14,27,408,Home & Living
CUST01839,Male,41,Jakarta,47.9,34,52,6,216,Electronics
CUST01840,Female,47,Medan,43.0,37,59,8,259,Electronics
CUST01841,Female,50,Yogyakarta,21.3,6,95,3,220,Fashion
CUST01842,Male,39,Surabaya,68.8,64,14,29,427,Electronics
CUST01843,Male,25,Jakarta,100.5,91,12,46,909,Food & Beverage
CUST01844,Female,64,Yogyakarta,18.2,7,95,3,10,Food & Beverage
CUST01845,Male,26,Makassar,37.6,51,1,10,188,Electronics
CUST01846,Female,24,Yogyakarta,40.8,49,6,4,108,Home & Living
CUST01847,Female,41,Jakarta,70.2,68,10,30,385,Electronics
CUST01848,Female,26,Yogyakarta,26.3,51,7,8,103,Fashion
CUST01849,Male,24,Medan,32.6,47,13,4,219,Electronics
CUST01850,Female,27,Medan,90.4,88,1,45,914,Home & Living
CUST01851,Female,50,Bandung,53.7,35,54,13,259,Beauty
CUST01852,Male,45,Surabaya,48.9,28,57,11,301,Fashion
CUST01853,Male,23,Jakarta,88.3,97,1,44,895,Fashion
CUST01854,Male,25,Jakarta,96.1,91,1,44,910,Home & Living
CUST01855,Female,48,Medan,68.1,56,17,31,375,Beauty
CUST01856,Male,28,Surabaya,96.9,88,8,44,917,Beauty
CUST01857,Male,45,Jakarta,72.7,54,14,33,450,Food & Beverage
CUST01858,Female,64,Semarang,17.7,17,100,3,10,Food & Beverage
CUST01859,Female,26,Bandung,23.0,51,6,3,167,Food & Beverage
CUST01860,Female,29,Jakarta,90.2,79,3,45,932,Food & Beverage
CUST01861,Female,27,Medan,91.5,89,12,51,736,Food & Beverage
CUST01862,Female,51,Makassar,50.9,32,63,15,92,Electronics
CUST01863,Female,68,Semarang,26.2,11,95,2,10,Sports
CUST01864,Female,50,Yogyakarta,44.5,36,58,5,166,Electronics
CUST01865,Male,22,Surabaya,31.0,52,5,2,181,Food & Beverage
CUST01866,Male,22,Jakarta,32.0,53,6,5,135,Home & Living
CUST01867,Female,32,Semarang,96.4,92,1,46,863,Food & Beverage
CUST01868,Male,43,Yogyakarta,74.2,55,18,32,534,Electronics
CUST01869,Male,63,Surabaya,22.4,14,94,3,10,Food & Beverage
CUST01870,Female,47,Surabaya,50.6,38,60,8,172,Beauty
CUST01871,Female,25,Semarang,93.2,86,7,42,882,Food & Beverage
CUST01872,Male,48,Semarang,51.8,34,60,13,300,Home & Living
CUST01873,Male,28,Makassar,36.8,50,5,7,236,Fashion
CUST01874,Male,29,Semarang,87.6,89,1,46,1059,Fashion
CUST01875,Male,35,Surabaya,28.0,52,15,5,187,Electronics
CUST01876,Male,48,Surabaya,66.2,55,17,33,453,Beauty
CUST01877,Female,47,Makassar,53.8,38,58,9,121,Home & Living
CUST01878,Male,23,Surabaya,93.1,83,9,43,875,Electronics
CUST01879,Female,43,Jakarta,70.2,56,9,33,543,Food & Beverage
CUST01880,Male,47,Jakarta,59.8,60,17,33,470,Home & Living
CUST01881,Female,58,Bandung,22.9,14,95,3,135,Food & Beverage
CUST01882,Male,45,Bandung,46.5,33,60,11,230,Sports
CUST01883,Female,23,Jakarta,27.3,46,1,9,99,Electronics
CUST01884,Male,25,Surabaya,98.8,92,1,45,932,Home & Living
CUST01885,Female,18,Semarang,27.4,38,7,1,355,Food & Beverage
CUST01886,Female,48,Makassar,66.7,61,20,30,697,Beauty
CUST01887,Female,40,Jakarta,73.8,68,12,34,604,Beauty
CUST01888,Female,28,Bandung,30.5,57,4,3,164,Food & Beverage
CUST01889,Female,46,Jakarta,71.4,62,16,33,550,Fashion
CUST01890,Female,30,Semarang,96.7,92,14,44,963,Electronics
CUST01891,Female,47,Jakarta,51.6,30,63,10,241,Beauty
CUST01892,Male,62,Jakarta,10.0,17,102,4,233,Beauty
CUST01893,Female,31,Bandung,101.2,91,4,42,829,Fashion
CUST01894,Female,47,Jakarta,43.4,35,55,9,220,Electronics
CUST01895,Male,23,Makassar,30.6,55,9,1,284,Sports
CUST01896,Female,44,Makassar,68.8,62,15,34,473,Fashion
CUST01897,Female,62,Bandung,22.5,6,94,1,86,Home & Living
CUST01898,Male,25,Bandung,22.2,54,10,1,203,Food & Beverage
CUST01899,Male,21,Jakarta,36.9,49,13,1,275,Home & Living
CUST01900,Female,41,Surabaya,67.2,62,12,31,454,Electronics
CUST01901,Male,63,Jakarta,21.9,14,98,5,37,Food & Beverage
CUST01902,Female,22,Jakarta,33.3,47,6,6,217,Food & Beverage
CUST01903,Male,56,Surabaya,18.4,9,91,3,142,Home & Living
CUST01904,Female,23,Medan,35.7,48,9,6,218,Sports
CUST01905,Male,26,Semarang,93.1,89,11,47,884,Beauty
CUST01906,Male,25,Bandung,95.2,88,10,45,857,Fashion
CUST01907,Female,61,Surabaya,22.6,17,95,3,55,Food & Beverage
CUST01908,Female,41,Makassar,72.3,57,11,32,328,Electronics
CUST01909,Female,59,Bandung,15.6,15,98,1,124,Electronics
CUST01910,Male,20,Bandung,92.8,91,2,43,946,Electronics
CUST01911,Female,62,Surabaya,27.8,9,92,2,138,Electronics
CUST01912,Male,46,Jakarta,68.6,54,11,31,544,Home & Living
CUST01913,Male,49,Jakarta,45.3,34,64,14,287,Electronics
CUST01914,Female,59,Semarang,11.7,6,93,6,103,Electronics
CUST01915,Female,23,Surabaya,30.2,45,17,2,121,Fashion
CUST01916,Female,47,Jakarta,75.2,54,17,31,548,Sports
CUST01917,Male,42,Medan,67.5,56,15,32,460,Fashion
CUST01918,Male,29,Bandung,94.1,84,2,45,781,Home & Living
CUST01919,Female,48,Jakarta,56.4,33,56,7,184,Beauty
CUST01920,Female,18,Palembang,32.7,49,5,2,221,Beauty
CUST01921,Male,40,Surabaya,68.7,64,10,35,361,Sports
CUST01922,Male,43,Medan,67.5,59,12,33,401,Fashion
CUST01923,Male,50,Palembang,73.6,62,12,30,456,Food & Beverage
CUST01924,Female,28,Medan,33.4,51,1,1,190,Electronics
CUST01925,Male,43,Surabaya,50.3,37,61,13,335,Electronics
CUST01926,Male,44,Bandung,49.6,35,61,13,315,Sports
CUST01927,Female,58,Jakarta,24.7,10,99,7,10,Beauty
CUST01928,Male,24,Jakarta,27.0,55,8,5,200,Fashion
CUST01929,Female,45,Surabaya,63.0,59,16,25,544,Home & Living
CUST01930,Female,47,Jakarta,38.3,38,59,11,203,Beauty
CUST01931,Male,26,Jakarta,34.4,50,2,1,82,Electronics
CUST01932,Female,50,Makassar,45.5,34,57,7,139,Sports
CUST01933,Female,25,Jakarta,92.4,88,2,44,970,Fashion
CUST01934,Male,43,Surabaya,55.6,34,58,10,306,Food & Beverage
CUST01935,Female,43,Jakarta,46.6,29,62,12,207,Home & Living
CUST01936,Male,23,Surabaya,35.3,64,3,5,211,Food & Beverage
CUST01937,Male,59,Medan,17.7,8,100,1,58,Fashion
CUST01938,Female,44,Yogyakarta,79.7,54,16,29,447,Sports
CUST01939,Female,59,Bandung,22.7,12,102,2,97,Electronics
CUST01940,Female,62,Surabaya,25.8,13,98,2,71,Food & Beverage
CUST01941,Female,50,Bandung,47.4,37,59,8,329,Electronics
CUST01942,Female,28,Jakarta,32.1,44,12,3,97,Home & Living
CUST01943,Female,45,Medan,54.5,37,63,13,430,Electronics
CUST01944,Female,26,Surabaya,99.1,89,4,48,881,Electronics
CUST01945,Male,36,Yogyakarta,69.1,62,19,34,601,Food & Beverage
CUST01946,Female,46,Medan,62.8,62,7,30,497,Home & Living
CUST01947,Male,43,Bandung,73.2,70,18,25,571,Fashion
CUST01948,Male,30,Jakarta,25.7,51,12,3,291,Beauty
CUST01949,Male,22,Jakarta,36.7,53,13,4,148,Sports
CUST01950,Female,42,Jakarta,58.3,63,16,32,444,Fashion
CUST01951,Female,58,Bandung,20.9,11,89,6,10,Food & Beverage
CUST01952,Female,19,Bandung,32.7,52,6,1,72,Sports
CUST01953,Female,58,Jakarta,17.5,20,95,1,40,Beauty
CUST01954,Female,64,Semarang,10.3,10,94,1,170,Electronics
CUST01955,Male,50,Jakarta,43.1,35,59,8,309,Electronics
CUST01956,Male,24,Jakarta,88.8,82,1,43,894,Food & Beverage
CUST01957,Male,44,Semarang,67.0,57,16,30,440,Beauty
CUST01958,Male,52,Medan,12.4,8,87,1,10,Home & Living
CUST01959,Female,23,Jakarta,36.2,56,15,5,144,Food & Beverage
CUST01960,Female,58,Medan,20.2,5,99,1,139,Beauty
CUST01961,Male,50,Jakarta,50.3,38,61,9,178,Electronics
CUST01962,Female,45,Surabaya,50.5,31,62,9,144,Food & Beverage
CUST01963,Female,63,Semarang,18.0,16,90,1,140,Home & Living
CUST01964,Male,59,Bandung,16.5,13,97,3,123,Electronics
CUST01965,Female,59,Makassar,16.1,16,102,6,104,Fashion
CUST01966,Male,60,Jakarta,14.6,7,94,1,10,Fashion
CUST01967,Female,62,Makassar,13.8,10,101,2,34,Electronics
CUST01968,Female,45,Bandung,68.9,59,21,30,459,Electronics
CUST01969,Male,48,Jakarta,55.2,37,55,10,152,Food & Beverage
CUST01970,Female,33,Jakarta,99.3,85,3,46,830,Beauty
CUST01971,Female,53,Jakarta,42.3,32,60,11,318,Electronics
CUST01972,Female,46,Medan,65.8,63,8,29,397,Electronics
CUST01973,Female,49,Jakarta,54.0,35,59,11,394,Electronics
CUST01974,Female,25,Jakarta,33.9,51,10,3,263,Fashion
CUST01975,Male,25,Medan,29.7,55,11,3,269,Fashion
CUST01976,Female,26,Surabaya,91.9,90,7,46,860,Sports
CUST01977,Female,30,Bandung,84.4,77,3,47,978,Beauty
CUST01978,Male,43,Jakarta,35.4,33,60,11,194,Fashion
CUST01979,Male,57,Surabaya,14.7,13,89,3,62,Fashion
CUST01980,Female,45,Jakarta,65.4,62,15,28,503,Fashion
CUST01981,Female,44,Surabaya,66.3,57,17,31,526,Food & Beverage
CUST01982,Female,31,Surabaya,103.5,83,5,44,816,Beauty
CUST01983,Female,19,Semarang,34.2,48,10,7,200,Electronics
CUST01984,Female,41,Palembang,66.3,62,10,32,482,Electronics
CUST01985,Female,44,Palembang,65.1,63,16,31,391,Sports
CUST01986,Male,57,Surabaya,19.1,8,97,1,42,Food & Beverage
CUST01987,Female,44,Semarang,45.2,32,58,7,153,Home & Living
CUST01988,Female,52,Surabaya,48.4,36,57,11,291,Beauty
CUST01989,Female,29,Jakarta,98.3,87,9,48,856,Food & Beverage
CUST01990,Female,46,Medan,46.0,31,61,12,30,Electronics
CUST01991,Male,25,Bandung,25.4,49,1,8,94,Home & Living
CUST01992,Male,32,Medan,88.9,91,3,49,933,Food & Beverage
CUST01993,Female,47,Surabaya,45.1,37,57,11,288,Beauty
CUST01994,Female,34,Surabaya,98.5,88,4,43,873,Beauty
CUST01995,Male,61,Yogyakarta,23.3,14,92,2,134,Fashion
CUST01996,Female,48,Yogyakarta,68.0,60,17,30,374,Electronics
CUST01997,Male,47,Jakarta,46.7,33,63,13,117,Food & Beverage
CUST01998,Female,20,Medan,42.0,46,4,1,136,Sports
CUST01999,Male,45,Surabaya,48.2,34,52,10,212,Electronics
CUST02000,Female,58,Bandung,25.5,7,101,4,158,Food & Beverage
CUST02001,Male,27,Jakarta,100.5,91,1,44,917,Electronics
CUST02002,Male,39,Semarang,67.7,64,14,26,464,Sports
CUST02003,Female,25,Surabaya,31.6,46,8,1,10,Beauty
CUST02004,Female,21,Medan,28.6,56,4,4,212,Food & Beverage
CUST02005,Male,47,Jakarta,71.9,63,18,29,606,Food & Beverage
CUST02006,Female,49,Jakarta,45.1,32,65,8,208,Food & Beverage
CUST02007,Female,25,Surabaya,92.3,83,3,41,1007,Sports
CUST02008,Male,55,Palembang,25.5,10,93,2,43,Sports
CUST02009,Female,21,Makassar,35.6,48,6,1,173,Home & Living
CUST02010,Male,30,Medan,28.4,45,11,2,346,Fashion
CUST02011,Female,49,Surabaya,70.4,62,14,27,494,Food & Beverage
CUST02012,Female,24,Jakarta,36.3,57,2,3,89,Food & Beverage
CUST02013,Male,53,Semarang,27.6,11,99,1,107,Home & Living
CUST02014,Male,42,Jakarta,79.7,56,1,28,608,Beauty
CUST02015,Female,57,Surabaya,23.8,15,93,3,131,Food & Beverage
CUST02016,Male,30,Bandung,98.6,92,5,48,868,Food & Beverage
CUST02017,Male,47,Jakarta,45.8,41,58,11,234,Beauty
CUST02018,Male,49,Semarang,46.7,38,55,11,144,Fashion
CUST02019,Female,64,Yogyakarta,27.1,12,93,1,10,Food & Beverage
CUST02020,Male,47,Jakarta,48.0,36,58,11,365,Electronics
CUST02021,Male,28,Makassar,28.0,54,15,4,193,Electronics
CUST02022,Female,58,Bandung,14.8,10,102,3,10,Fashion
CUST02023,Male,25,Jakarta,32.7,50,3,3,312,Electronics
CUST02024,Male,45,Medan,45.3,38,60,10,197,Electronics
CUST02025,Female,49,Yogyakarta,48.7,30,58,6,323,Home & Living
CUST02026,Female,30,Palembang,91.7,94,1,43,942,Food & Beverage
CUST02027,Female,29,Semarang,83.1,82,5,45,969,Food & Beverage
CUST02028,Male,45,Bandung,48.8,40,57,9,152,Beauty
CUST02029,Male,30,Jakarta,109.9,87,7,44,953,Fashion
CUST02030,Male,48,Medan,46.0,42,57,12,235,Home & Living
CUST02031,Male,58,Medan,13.5,15,100,2,144,Food & Beverage
CUST02032,Female,49,Jakarta,49.4,38,61,7,257,Home & Living
CUST02033,Female,47,Surabaya,71.1,53,15,25,708,Home & Living
CUST02034,Female,60,Surabaya,21.5,10,99,4,184,Beauty
CUST02035,Male,25,Makassar,39.3,54,14,5,120,Food & Beverage
CUST02036,Male,44,Medan,66.6,65,10,31,410,Beauty
CUST02037,Female,43,Jakarta,62.2,63,12,30,414,Fashion
CUST02038,Male,61,Surabaya,10.5,7,86,4,224,Sports
CUST02039,Male,47,Jakarta,46.6,35,49,10,224,Electronics
CUST02040,Male,50,Jakarta,59.6,34,59,10,363,Electronics
CUST02041,Female,34,Bandung,67.6,64,17,28,465,Electronics
CUST02042,Male,61,Jakarta,18.0,10,92,6,151,Fashion
CUST02043,Female,48,Palembang,52.6,38,53,11,292,Food & Beverage
CUST02044,Male,59,Semarang,25.8,15,103,1,10,Fashion
CUST02045,Female,26,Semarang,95.5,89,6,44,863,Electronics
CUST02046,Male,58,Semarang,17.5,10,96,2,10,Electronics
CUST02047,Female,60,Medan,26.3,1,90,8,13,Beauty
CUST02048,Female,21,Jakarta,43.1,49,1,4,158,Electronics
CUST02049,Female,26,Bandung,97.6,86,10,44,868,Sports
CUST02050,Female,45,Surabaya,61.2,63,13,28,571,Home & Living
CUST02051,Female,45,Surabaya,66.4,59,12,31,467,Sports
CUST02052,Male,23,Surabaya,25.9,55,9,5,70,Electronics
CUST02053,Female,43,Surabaya,44.7,37,63,12,306,Food & Beverage
CUST02054,Female,20,Medan,23.2,49,9,1,219,Food & Beverage
CUST02055,Male,32,Jakarta,99.3,94,2,47,891,Food & Beverage
CUST02056,Female,44,Surabaya,45.0,32,62,9,250,Home & Living
CUST02057,Male,44,Yogyakarta,63.8,63,12,28,583,Home & Living
CUST02058,Female,56,Surabaya,14.8,14,101,3,93,Fashion
CUST02059,Male,31,Medan,92.8,95,4,47,922,Beauty
CUST02060,Male,55,Bandung,16.6,14,94,7,10,Electronics
CUST02061,Female,59,Bandung,25.7,12,97,8,215,Fashion
CUST02062,Female,40,Jakarta,42.8,40,57,9,149,Food & Beverage
CUST02063,Male,69,Makassar,22.2,18,97,6,159,Beauty
CUST02064,Male,40,Bandung,69.3,65,17,30,422,Fashion
CUST02065,Male,48,Bandung,46.2,38,56,16,174,Home & Living
CUST02066,Male,47,Yogyakarta,43.8,29,62,14,237,Fashion
CUST02067,Female,52,Jakarta,50.4,36,56,10,207,Sports
CUST02068,Male,47,Bandung,62.9,58,19,32,325,Electronics
CUST02069,Female,27,Semarang,34.6,51,20,3,167,Electronics
CUST02070,Female,58,Semarang,16.9,16,96,1,58,Electronics
CUST02071,Female,38,Jakarta,49.1,32,59,9,115,Electronics
CUST02072,Male,30,Medan,98.6,90,4,44,891,Beauty
CUST02073,Female,31,Palembang,95.8,85,1,44,874,Fashion
CUST02074,Female,40,Semarang,58.7,59,7,27,548,Electronics
CUST02075,Male,43,Surabaya,52.4,36,57,9,154,Fashion
CUST02076,Female,62,Makassar,19.1,7,98,2,87,Beauty
CUST02077,Male,25,Makassar,31.7,54,7,6,230,Fashion
CUST02078,Male,60,Medan,14.4,13,93,4,61,Food & Beverage
CUST02079,Female,49,Medan,21.7,12,99,1,246,Beauty
CUST02080,Female,23,Surabaya,30.4,57,4,5,247,Fashion
CUST02081,Female,50,Jakarta,49.2,43,58,7,187,Electronics
CUST02082,Male,58,Medan,24.9,12,92,1,164,Electronics
CUST02083,Female,25,Jakarta,81.0,87,1,44,944,Food & Beverage
CUST02084,Male,41,Makassar,70.4,57,15,31,461,Food & Beverage
CUST02085,Female,59,Yogyakarta,16.4,15,99,3,72,Beauty
CUST02086,Female,56,Jakarta,19.7,10,86,3,10,Food & Beverage
CUST02087,Male,45,Bandung,40.0,40,59,8,160,Beauty
CUST02088,Female,49,Jakarta,45.1,36,57,7,277,Food & Beverage
CUST02089,Male,22,Bandung,29.3,43,11,6,227,Food & Beverage
CUST02090,Male,29,Medan,102.4,86,4,44,945,Food & Beverage
CUST02091,Male,66,Surabaya,25.0,19,90,2,143,Fashion
CUST02092,Male,23,Yogyakarta,93.3,91,5,45,750,Beauty
CUST02093,Female,25,Yogyakarta,37.4,45,1,6,211,Beauty
CUST02094,Female,28,Bandung,91.1,94,4,44,912,Beauty
CUST02095,Male,22,Medan,35.3,47,7,4,239,Electronics
CUST02096,Female,31,Jakarta,94.6,92,4,40,964,Home & Living
CUST02097,Male,62,Surabaya,10.0,14,95,2,10,Fashion
CUST02098,Female,29,Semarang,89.8,88,3,46,866,Electronics
CUST02099,Female,23,Palembang,20.1,46,3,2,296,Electronics
CUST02100,Female,48,Yogyakarta,55.1,37,59,8,331,Home & Living
CUST02101,Female,60,Jakarta,22.5,8,94,3,213,Fashion
CUST02102,Male,40,Surabaya,71.8,60,13,33,380,Fashion
CUST02103,Female,47,Jakarta,49.5,36,60,9,42,Electronics
CUST02104,Male,49,Makassar,46.0,32,57,14,314,Food & Beverage
CUST02105,Female,47,Semarang,45.2,35,54,13,169,Electronics
CUST02106,Female,46,Yogyakarta,67.7,58,15,36,522,Electronics
CUST02107,Female,60,Bandung,15.0,10,96,1,224,Electronics
CUST02108,Male,41,Jakarta,70.5,51,15,26,458,Fashion
CUST02109,Male,46,Medan,72.6,69,12,25,528,Home & Living
CUST02110,Male,26,Makassar,36.9,52,3,3,91,Food & Beverage
CUST02111,Female,42,Jakarta,69.1,59,13,32,520,Fashion
CUST02112,Female,49,Makassar,55.8,38,61,10,326,Electronics
CUST02113,Female,54,Medan,48.7,34,59,9,121,Fashion
CUST02114,Female,31,Jakarta,95.9,88,1,43,892,Beauty
CUST02115,Male,27,Medan,94.8,93,5,42,888,Fashion
CUST02116,Female,20,Jakarta,39.1,53,4,7,108,Electronics
CUST02117,Female,44,Jakarta,75.7,60,6,28,393,Beauty
CUST02118,Male,47,Jakarta,63.3,60,15,30,439,Fashion
CUST02119,Female,50,Medan,42.6,32,60,14,132,Home & Living
CUST02120,Female,44,Surabaya,44.9,44,54,10,133,Fashion
CUST02121,Female,25,Surabaya,28.0,49,4,1,197,Beauty
CUST02122,Female,58,Medan,14.2,11,98,3,134,Electronics
CUST02123,Female,48,Jakarta,49.2,39,59,12,240,Fashion
CUST02124,Male,57,Medan,21.5,19,95,1,43,Home & Living
CUST02125,Male,20,Medan,30.2,49,5,9,235,Fashion
CUST02126,Male,46,Makassar,54.0,35,52,10,248,Food & Beverage
CUST02127,Male,22,Medan,36.5,48,7,5,188,Fashion
CUST02128,Male,45,Medan,40.7,44,57,9,246,Fashion
CUST02129,Male,45,Medan,48.5,39,64,13,243,Food & Beverage
CUST02130,Male,60,Jakarta,22.6,14,90,3,10,Home & Living
CUST02131,Male,50,Bandung,41.2,39,60,8,153,Beauty
CUST02132,Female,31,Bandung,97.3,86,1,48,1063,Fashion
CUST02133,Female,25,Medan,91.5,91,2,52,730,Food & Beverage
CUST02134,Male,58,Surabaya,17.7,21,95,5,45,Food & Beverage
CUST02135,Male,23,Medan,33.2,52,1,6,227,Home & Living
CUST02136,Female,23,Surabaya,33.9,41,3,4,221,Food & Beverage
CUST02137,Male,39,Semarang,70.9,58,10,30,386,Food & Beverage
CUST02138,Male,28,Jakarta,31.0,55,2,1,112,Fashion
CUST02139,Female,26,Surabaya,29.4,55,4,7,197,Fashion
CUST02140,Female,24,Yogyakarta,26.2,51,3,3,139,Fashion
CUST02141,Male,28,Semarang,38.3,50,8,4,159,Beauty
CUST02142,Male,57,Yogyakarta,14.7,10,90,2,10,Fashion
CUST02143,Male,30,Jakarta,92.4,93,2,48,1039,Beauty
CUST02144,Female,29,Yogyakarta,97.1,86,3,45,954,Electronics
CUST02145,Female,24,Semarang,90.4,95,8,44,976,Food & Beverage
CUST02146,Male,45,Medan,63.9,56,20,26,538,Electronics
CUST02147,Male,41,Jakarta,69.6,52,9,31,525,Fashion
CUST02148,Female,46,Jakarta,71.2,61,13,27,513,Sports
CUST02149,Male,51,Semarang,49.4,33,59,10,203,Food & Beverage
CUST02150,Female,45,Medan,48.3,36,56,7,197,Electronics
CUST02151,Male,57,Jakarta,17.6,2,100,4,96,Beauty
CUST02152,Male,56,Bandung,26.1,9,101,1,10,Food & Beverage
CUST02153,Male,26,Medan,30.1,48,8,8,124,Home & Living
CUST02154,Female,24,Jakarta,87.0,83,3,43,884,Food & Beverage
CUST02155,Female,28,Medan,96.6,90,10,47,1001,Electronics
CUST02156,Female,60,Surabaya,21.3,17,96,1,128,Fashion
CUST02157,Male,60,Jakarta,11.0,18,98,1,153,Electronics
CUST02158,Female,40,Jakarta,64.9,58,16,30,471,Electronics
CUST02159,Male,26,Surabaya,96.6,92,6,44,962,Food & Beverage
CUST02160,Female,44,Medan,60.6,64,17,28,477,Electronics
CUST02161,Male,45,Surabaya,63.1,57,24,30,449,Electronics
CUST02162,Male,39,Jakarta,65.8,62,14,34,491,Food & Beverage
CUST02163,Female,27,Makassar,24.5,52,7,8,245,Fashion
CUST02164,Female,27,Bandung,88.2,89,9,42,1049,Electronics
CUST02165,Female,21,Surabaya,34.4,52,4,6,220,Fashion
CUST02166,Male,54,Medan,21.2,12,94,1,126,Food & Beverage
CUST02167,Male,62,Surabaya,20.7,12,102,4,10,Food & Beverage
CUST02168,Female,28,Surabaya,96.6,88,8,49,819,Beauty
CUST02169,Male,47,Surabaya,47.2,36,56,8,248,Sports
CUST02170,Male,26,Surabaya,31.6,52,15,7,196,Electronics
CUST02171,Female,25,Surabaya,42.5,57,11,4,140,Food & Beverage
CUST02172,Male,64,Palembang,14.1,10,98,2,10,Fashion
CUST02173,Female,47,Surabaya,48.3,31,57,9,277,Home & Living
CUST02174,Male,47,Medan,64.4,57,19,27,462,Electronics
CUST02175,Female,22,Jakarta,31.8,52,9,6,190,Electronics
CUST02176,Female,48,Bandung,42.7,36,53,13,288,Electronics
CUST02177,Male,24,Bandung,32.7,54,10,5,204,Home & Living
CUST02178,Female,28,Bandung,89.7,88,1,47,836,Electronics
CUST02179,Female,49,Surabaya,74.8,62,8,31,490,Fashion
CUST02180,Female,63,Makassar,22.8,14,93,5,166,Fashion
CUST02181,Female,43,Surabaya,76.1,58,16,31,443,Sports
CUST02182,Male,43,Makassar,65.5,61,21,29,406,Food & Beverage
CUST02183,Female,30,Surabaya,84.7,86,3,46,1064,Fashion
CUST02184,Female,27,Medan,32.7,54,1,1,257,Electronics
CUST02185,Female,42,Jakarta,74.6,68,16,29,594,Fashion
CUST02186,Male,44,Bandung,56.8,55,21,32,412,Electronics
CUST02187,Female,25,Medan,32.3,47,7,3,126,Electronics
CUST02188,Male,41,Surabaya,54.2,35,53,8,49,Fashion
CUST02189,Male,31,Surabaya,90.2,80,9,45,1064,Sports
CUST02190,Female,28,Surabaya,108.2,89,12,42,912,Fashion
CUST02191,Male,21,Surabaya,31.6,54,6,4,280,Electronics
CUST02192,Female,45,Medan,61.5,56,15,30,605,Fashion
CUST02193,Female,36,Jakarta,67.7,60,14,27,386,Food & Beverage
CUST02194,Male,41,Makassar,66.9,57,11,31,376,Electronics
CUST02195,Female,47,Palembang,48.1,36,54,8,175,Fashion
CUST02196,Female,40,Jakarta,67.4,62,11,30,503,Electronics
CUST02197,Female,63,Jakarta,17.5,5,95,6,10,Electronics
CUST02198,Female,47,Yogyakarta,49.0,31,56,11,360,Beauty
CUST02199,Male,45,Jakarta,65.4,63,20,26,526,Fashion
CUST02200,Male,49,Jakarta,46.0,35,64,7,245,Electronics
CUST02201,Female,43,Semarang,61.5,59,12,31,357,Home & Living
CUST02202,Female,45,Medan,75.7,64,17,34,441,Electronics
CUST02203,Male,47,Medan,73.2,65,16,30,419,Sports
CUST02204,Female,28,Jakarta,95.9,91,6,43,880,Sports
CUST02205,Male,48,Surabaya,66.4,61,15,34,471,Home & Living
CUST02206,Male,33,Jakarta,96.4,91,6,53,822,Sports
CUST02207,Female,55,Jakarta,21.2,9,90,3,59,Fashion
CUST02208,Female,28,Bandung,96.7,87,10,41,806,Fashion
CUST02209,Female,45,Medan,67.5,59,17,29,491,Beauty
CUST02210,Male,46,Surabaya,45.3,30,61,11,340,Food & Beverage
CUST02211,Male,41,Bandung,68.1,62,12,28,528,Home & Living
CUST02212,Male,24,Surabaya,25.5,50,6,1,124,Electronics
CUST02213,Female,43,Yogyakarta,49.3,43,58,12,190,Fashion
CUST02214,Male,26,Semarang,25.4,55,4,1,120,Fashion
CUST02215,Male,32,Medan,95.9,84,1,44,897,Electronics
CUST02216,Female,23,Semarang,25.4,48,10,8,118,Food & Beverage
CUST02217,Female,26,Surabaya,36.6,55,4,3,92,Fashion
CUST02218,Male,44,Yogyakarta,52.5,38,55,11,184,Food & Beverage
