CustomerID,Gender,Age,City,AnnualIncome_juta,SpendingScore,Recency_hari,Frequency_bulan,MonetaryValue_ribu,PreferredCategory,Cluster_KMeans,Cluster_Agg,Segment
CUST01772,Female,48,Semarang,69.5,55,16,26,565,Electronics,1,4,Loyal Customers
CUST01773,Female,35,Bandung,70.0,56,13,35,439,Electronics,1,4,Loyal Customers
CUST01774,Male,46,Jakarta,75.5,66,21,32,498,Electronics,1,4,Loyal Customers
CUST01775,Female,59,Surabaya,15.1,4,92,1,38,Home & Living,0,0,Champions
CUST01776,Male,53,Jakarta,44.5,36,60,13,91,Home & Living,4,1,Lost Customers
CUST01777,Female,27,Jakarta,90.1,83,8,49,792,Fashion,2,3,At Risk
CUST01778,Female,29,Jakarta,82.0,86,5,45,937,Home & Living,2,3,At Risk
CUST01779,Female,26,Medan,40.4,49,5,6,178,Beauty,3,2,New Customers
CUST01780,Male,18,Surabaya,29.3,52,5,2,204,Food & Beverage,3,2,New Customers
CUST01781,Male,25,Jakarta,95.4,85,2,41,942,Beauty,2,3,At Risk
CUST01782,Female,60,Medan,16.3,13,102,1,145,Food & Beverage,0,0,Champions
CUST01783,Male,29,Surabaya,94.6,90,5,43,887,Beauty,2,3,At Risk
CUST01784,Female,45,Jakarta,70.2,59,14,33,462,Fashion,1,4,Loyal Customers
CUST01785,Female,22,Palembang,27.6,51,13,1,54,Electronics,3,2,New Customers
CUST01786,Male,39,Jakarta,45.9,31,53,11,344,Electronics,4,1,Lost Customers
CUST01787,Female,64,Surabaya,24.4,16,91,6,124,Fashion,0,0,Champions
CUST01788,Female,20,Medan,36.9,46,5,7,72,Fashion,3,2,New Customers
CUST01789,Female,24,Palembang,88.4,90,2,43,871,Food & Beverage,2,3,At Risk
CUST01790,Male,47,Jakarta,66.1,62,10,27,389,Sports,1,4,Loyal Customers
CUST01791,Female,45,Yogyakarta,71.4,58,10,28,494,Food & Beverage,1,4,Loyal Customers
CUST01792,Female,31,Yogyakarta,88.7,88,1,46,830,Fashion,2,3,At Risk
CUST01793,Male,66,Semarang,25.5,14,101,1,158,Fashion,0,0,Champions
CUST01794,Male,45,Jakarta,49.7,31,52,8,195,Beauty,4,1,Lost Customers
CUST01795,Female,37,Surabaya,68.0,68,14,25,501,Fashion,1,4,Loyal Customers
CUST01796,Female,21,Surabaya,42.6,52,8,4,332,Home & Living,3,2,New Customers
CUST01797,Male,45,Bandung,62.7,56,11,30,511,Electronics,1,4,Loyal Customers
CUST01798,Male,49,Jakarta,68.2,58,11,30,408,Fashion,1,4,Loyal Customers
CUST01799,Male,25,Makassar,92.7,86,10,47,886,Food & Beverage,2,3,At Risk
CUST01800,Male,50,Medan,46.9,35,58,10,219,Food & Beverage,4,1,Lost Customers
CUST01801,Male,45,Makassar,47.8,37,53,9,255,Food & Beverage,4,1,Lost Customers
CUST01802,Female,28,Jakarta,38.5,60,11,2,326,Home & Living,3,2,New Customers
CUST01803,Male,32,Medan,95.4,81,4,45,963,Food & Beverage,2,3,At Risk
CUST01804,Female,21,Makassar,97.6,90,3,39,1013,Electronics,2,3,At Risk
CUST01805,Male,32,Jakarta,99.4,89,2,46,811,Food & Beverage,2,3,At Risk
CUST01806,Female,44,Bandung,41.1,43,54,9,102,Fashion,4,1,Lost Customers
CUST01807,Female,25,Semarang,33.2,51,4,7,225,Fashion,3,2,New Customers
CUST01808,Female,28,Surabaya,94.4,87,1,45,1002,Electronics,2,3,At Risk
CUST01809,Female,59,Surabaya,10.0,22,99,2,20,Beauty,0,0,Champions
CUST01810,Male,60,Jakarta,26.6,6,93,1,89,Electronics,0,0,Champions
CUST01811,Male,39,Bandung,67.9,64,17,29,494,Electronics,1,4,Loyal Customers
CUST01812,Female,25,Medan,89.0,93,3,45,942,Home & Living,2,3,At Risk
CUST01813,Male,29,Semarang,29.8,51,4,1,234,Home & Living,3,2,New Customers
CUST01814,Male,46,Jakarta,65.7,63,13,31,410,Fashion,1,4,Loyal Customers
CUST01815,Male,26,Surabaya,100.7,82,15,47,1121,Home & Living,2,3,At Risk
CUST01816,Male,25,Surabaya,86.5,92,4,43,913,Food & Beverage,2,3,At Risk
CUST01817,Male,30,Jakarta,96.3,91,8,43,949,Home & Living,2,3,At Risk
CUST01818,Male,22,Jakarta,24.6,50,14,3,225,Food & Beverage,3,2,New Customers
CUST01819,Male,58,Surabaya,22.2,11,98,2,186,Home & Living,0,0,Champions
CUST01820,Male,25,Semarang,98.3,93,14,47,839,Home & Living,2,3,At Risk
CUST01821,Female,50,Bandung,56.8,31,49,9,224,Fashion,4,1,Lost Customers
CUST01822,Male,61,Jakarta,23.7,11,93,1,27,Fashion,0,0,Champions
CUST01823,Male,22,Surabaya,20.5,54,6,3,265,Food & Beverage,3,2,New Customers
CUST01824,Female,27,Jakarta,100.2,91,4,49,869,Electronics,2,3,At Risk
CUST01825,Male,30,Jakarta,32.6,50,8,4,112,Sports,3,2,New Customers
CUST01826,Male,20,Jakarta,31.5,50,7,3,253,Sports,3,2,New Customers
CUST01827,Male,45,Palembang,51.2,38,58,10,215,Home & Living,4,1,Lost Customers
CUST01828,Female,47,Yogyakarta,66.0,58,18,31,514,Electronics,1,4,Loyal Customers
CUST01829,Male,30,Medan,93.2,89,16,47,1002,Fashion,2,3,At Risk
CUST01830,Female,49,Surabaya,47.9,35,60,12,265,Sports,4,1,Lost Customers
CUST01831,Female,66,Jakarta,12.7,7,93,2,10,Food & Beverage,0,0,Champions
CUST01832,Male,44,Makassar,71.0,53,17,30,409,Fashion,1,4,Loyal Customers
CUST01833,Male,19,Jakarta,93.7,91,4,44,876,Electronics,2,3,At Risk
CUST01834,Female,44,Medan,61.6,61,18,32,347,Electronics,1,4,Loyal Customers
CUST01835,Female,71,Surabaya,28.3,16,90,1,89,Home & Living,0,0,Champions
CUST01836,Female,46,Bandung,44.7,28,50,17,277,Fashion,4,1,Lost Customers
CUST01837,Female,43,Semarang,72.2,59,12,31,493,Food & Beverage,1,4,Loyal Customers
CUST01838,Male,43,Jakarta,78.5,64,14,27,408,Home & Living,1,4,Loyal Customers
CUST01839,Male,41,Jakarta,47.9,34,52,6,216,Electronics,4,1,Lost Customers
CUST01840,Female,47,Medan,43.0,37,59,8,259,Electronics,4,1,Lost Customers
CUST01841,Female,50,Yogyakarta,21.3,6,95,3,220,Fashion,0,0,Champions
CUST01842,Male,39,Surabaya,68.8,64,14,29,427,Electronics,1,4,Loyal Customers
CUST01843,Male,25,Jakarta,100.5,91,12,46,909,Food & Beverage,2,3,At Risk
CUST01844,Female,64,Yogyakarta,18.2,7,95,3,10,Food & Beverage,0,0,Champions
CUST01845,Male,26,Makassar,37.6,51,1,10,188,Electronics,3,2,New Customers
CUST01846,Female,24,Yogyakarta,40.8,49,6,4,108,Home & Living,3,2,New Customers
CUST01847,Female,41,Jakarta,70.2,68,10,30,385,Electronics,1,4,Loyal Customers
CUST01848,Female,26,Yogyakarta,26.3,51,7,8,103,Fashion,3,2,New Customers
CUST01849,Male,24,Medan,32.6,47,13,4,219,Electronics,3,2,New Customers
CUST01850,Female,27,Medan,90.4,88,1,45,914,Home & Living,2,3,At Risk
CUST01851,Female,50,Bandung,53.7,35,54,13,259,Beauty,4,1,Lost Customers
CUST01852,Male,45,Surabaya,48.9,28,57,11,301,Fashion,4,1,Lost Customers
CUST01853,Male,23,Jakarta,88.3,97,1,44,895,Fashion,2,3,At Risk
CUST01854,Male,25,Jakarta,96.1,91,1,44,910,Home & Living,2,3,At Risk
CUST01855,Female,48,Medan,68.1,56,17,31,375,Beauty,1,4,Loyal Customers
CUST01856,Male,28,Surabaya,96.9,88,8,44,917,Beauty,2,3,At Risk
CUST01857,Male,45,Jakarta,72.7,54,14,33,450,Food & Beverage,1,4,Loyal Customers
CUST01858,Female,64,Semarang,17.7,17,100,3,10,Food & Beverage,0,0,Champions
CUST01859,Female,26,Bandung,23.0,51,6,3,167,Food & Beverage,3,2,New Customers
CUST01860,Female,29,Jakarta,90.2,79,3,45,932,Food & Beverage,2,3,At Risk
CUST01861,Female,27,Medan,91.5,89,12,51,736,Food & Beverage,2,3,At Risk
CUST01862,Female,51,Makassar,50.9,32,63,15,92,Electronics,4,1,Lost Customers
CUST01863,Female,68,Semarang,26.2,11,95,2,10,Sports,0,0,Champions
CUST01864,Female,50,Yogyakarta,44.5,36,58,5,166,Electronics,4,1,Lost Customers
CUST01865,Male,22,Surabaya,31.0,52,5,2,181,Food & Beverage,3,2,New Customers
CUST01866,Male,22,Jakarta,32.0,53,6,5,135,Home & Living,3,2,New Customers
CUST01867,Female,32,Semarang,96.4,92,1,46,863,Food & Beverage,2,3,At Risk
CUST01868,Male,43,Yogyakarta,74.2,55,18,32,534,Electronics,1,4,Loyal Customers
CUST01869,Male,63,Surabaya,22.4,14,94,3,10,Food & Beverage,0,0,Champions
CUST01870,Female,47,Surabaya,50.6,38,60,8,172,Beauty,4,1,Lost Customers
CUST01871,Female,25,Semarang,93.2,86,7,42,882,Food & Beverage,2,3,At Risk
CUST01872,Male,48,Semarang,51.8,34,60,13,300,Home & Living,4,1,Lost Customers
CUST01873,Male,28,Makassar,36.8,50,5,7,236,Fashion,3,2,New Customers
CUST01874,Male,29,Semarang,87.6,89,1,46,1059,Fashion,2,3,At Risk
CUST01875,Male,35,Surabaya,28.0,52,15,5,187,Electronics,3,2,New Customers
CUST01876,Male,48,Surabaya,66.2,55,17,33,453,Beauty,1,4,Loyal Customers
CUST01877,Female,47,Makassar,53.8,38,58,9,121,Home & Living,4,1,Lost Customers
CUST01878,Male,23,Surabaya,93.1,83,9,43,875,Electronics,2,3,At Risk
CUST01879,Female,43,Jakarta,70.2,56,9,33,543,Food & Beverage,1,4,Loyal Customers
CUST01880,Male,47,Jakarta,59.8,60,17,33,470,Home & Living,1,4,Loyal Customers
CUST01881,Female,58,Bandung,22.9,14,95,3,135,Food & Beverage,0,0,Champions
CUST01882,Male,45,Bandung,46.5,33,60,11,230,Sports,4,1,Lost Customers
CUST01883,Female,23,Jakarta,27.3,46,1,9,99,Electronics,3,2,New Customers
CUST01884,Male,25,Surabaya,98.8,92,1,45,932,Home & Living,2,3,At Risk
CUST01885,Female,18,Semarang,27.4,38,7,1,355,Food & Beverage,3,2,New Customers
CUST01886,Female,48,Makassar,66.7,61,20,30,697,Beauty,1,4,Loyal Customers
CUST01887,Female,40,Jakarta,73.8,68,12,34,604,Beauty,1,4,Loyal Customers
CUST01888,Female,28,Bandung,30.5,57,4,3,164,Food & Beverage,3,2,New Customers
CUST01889,Female,46,Jakarta,71.4,62,16,33,550,Fashion,1,4,Loyal Customers
CUST01890,Female,30,Semarang,96.7,92,14,44,963,Electronics,2,3,At Risk
CUST01891,Female,47,Jakarta,51.6,30,63,10,241,Beauty,4,1,Lost Customers
CUST01892,Male,62,Jakarta,10.0,17,102,4,233,Beauty,0,0,Champions
CUST01893,Female,31,Bandung,101.2,91,4,42,829,Fashion,2,3,At Risk
CUST01894,Female,47,Jakarta,43.4,35,55,9,220,Electronics,4,1,Lost Customers
CUST01895,Male,23,Makassar,30.6,55,9,1,284,Sports,3,2,New Customers
CUST01896,Female,44,Makassar,68.8,62,15,34,473,Fashion,1,4,Loyal Customers
CUST01897,Female,62,Bandung,22.5,6,94,1,86,Home & Living,0,0,Champions
CUST01898,Male,25,Bandung,22.2,54,10,1,203,Food & Beverage,3,2,New Customers
CUST01899,Male,21,Jakarta,36.9,49,13,1,275,Home & Living,3,2,New Customers
CUST01900,Female,41,Surabaya,67.2,62,12,31,454,Electronics,1,4,Loyal Customers
CUST01901,Male,63,Jakarta,21.9,14,98,5,37,Food & Beverage,0,0,Champions
CUST01902,Female,22,Jakarta,33.3,47,6,6,217,Food & Beverage,3,2,New Customers
CUST01903,Male,56,Surabaya,18.4,9,91,3,142,Home & Living,0,0,Champions
CUST01904,Female,23,Medan,35.7,48,9,6,218,Sports,3,2,New Customers
CUST01905,Male,26,Semarang,93.1,89,11,47,884,Beauty,2,3,At Risk
CUST01906,Male,25,Bandung,95.2,88,10,45,857,Fashion,2,3,At Risk
CUST01907,Female,61,Surabaya,22.6,17,95,3,55,Food & Beverage,0,0,Champions
CUST01908,Female,41,Makassar,72.3,57,11,32,328,Electronics,1,4,Loyal Customers
CUST01909,Female,59,Bandung,15.6,15,98,1,124,Electronics,0,0,Champions
CUST01910,Male,20,Bandung,92.8,91,2,43,946,Electronics,2,3,At Risk
CUST01911,Female,62,Surabaya,27.8,9,92,2,138,Electronics,0,0,Champions
CUST01912,Male,46,Jakarta,68.6,54,11,31,544,Home & Living,1,4,Loyal Customers
CUST01913,Male,49,Jakarta,45.3,34,64,14,287,Electronics,4,1,Lost Customers
CUST01914,Female,59,Semarang,11.7,6,93,6,103,Electronics,0,0,Champions
CUST01915,Female,23,Surabaya,30.2,45,17,2,121,Fashion,3,2,New Customers
CUST01916,Female,47,Jakarta,75.2,54,17,31,548,Sports,1,4,Loyal Customers
CUST01917,Male,42,Medan,67.5,56,15,32,460,Fashion,1,4,Loyal Customers
CUST01918,Male,29,Bandung,94.1,84,2,45,781,Home & Living,2,3,At Risk
CUST01919,Female,48,Jakarta,56.4,33,56,7,184,Beauty,4,1,Lost Customers
CUST01920,Female,18,Palembang,32.7,49,5,2,221,Beauty,3,2,New Customers
CUST01921,Male,40,Surabaya,68.7,64,10,35,361,Sports,1,4,Loyal Customers
CUST01922,Male,43,Medan,67.5,59,12,33,401,Fashion,1,4,Loyal Customers
CUST01923,Male,50,Palembang,73.6,62,12,30,456,Food & Beverage,1,4,Loyal Customers
CUST01924,Female,28,Medan,33.4,51,1,1,190,Electronics,3,2,New Customers
CUST01925,Male,43,Surabaya,50.3,37,61,13,335,Electronics,4,1,Lost Customers
CUST01926,Male,44,Bandung,49.6,35,61,13,315,Sports,4,1,Lost Customers
CUST01927,Female,58,Jakarta,24.7,10,99,7,10,Beauty,0,0,Champions
CUST01928,Male,24,Jakarta,27.0,55,8,5,200,Fashion,3,2,New Customers
CUST01929,Female,45,Surabaya,63.0,59,16,25,544,Home & Living,1,4,Loyal Customers
CUST01930,Female,47,Jakarta,38.3,38,59,11,203,Beauty,4,1,Lost Customers
CUST01931,Male,26,Jakarta,34.4,50,2,1,82,Electronics,3,2,New Customers
CUST01932,Female,50,Makassar,45.5,34,57,7,139,Sports,4,1,Lost Customers
CUST01933,Female,25,Jakarta,92.4,88,2,44,970,Fashion,2,3,At Risk
CUST01934,Male,43,Surabaya,55.6,34,58,10,306,Food & Beverage,4,1,Lost Customers
CUST01935,Female,43,Jakarta,46.6,29,62,12,207,Home & Living,4,1,Lost Customers
CUST01936,Male,23,Surabaya,35.3,64,3,5,211,Food & Beverage,3,2,New Customers
CUST01937,Male,59,Medan,17.7,8,100,1,58,Fashion,0,0,Champions
CUST01938,Female,44,Yogyakarta,79.7,54,16,29,447,Sports,1,4,Loyal Customers
CUST01939,Female,59,Bandung,22.7,12,102,2,97,Electronics,0,0,Champions
CUST01940,Female,62,Surabaya,25.8,13,98,2,71,Food & Beverage,0,0,Champions
CUST01941,Female,50,Bandung,47.4,37,59,8,329,Electronics,4,1,Lost Customers
CUST01942,Female,28,Jakarta,32.1,44,12,3,97,Home & Living,3,2,New Customers
CUST01943,Female,45,Medan,54.5,37,63,13,430,Electronics,4,1,Lost Customers
CUST01944,Female,26,Surabaya,99.1,89,4,48,881,Electronics,2,3,At Risk
CUST01945,Male,36,Yogyakarta,69.1,62,19,34,601,Food & Beverage,1,4,Loyal Customers
CUST01946,Female,46,Medan,62.8,62,7,30,497,Home & Living,1,4,Loyal Customers
CUST01947,Male,43,Bandung,73.2,70,18,25,571,Fashion,1,4,Loyal Customers
CUST01948,Male,30,Jakarta,25.7,51,12,3,291,Beauty,3,2,New Customers
CUST01949,Male,22,Jakarta,36.7,53,13,4,148,Sports,3,2,New Customers
CUST01950,Female,42,Jakarta,58.3,63,16,32,444,Fashion,1,4,Loyal Customers
CUST01951,Female,58,Bandung,20.9,11,89,6,10,Food & Beverage,0,0,Champions
CUST01952,Female,19,Bandung,32.7,52,6,1,72,Sports,3,2,New Customers
CUST01953,Female,58,Jakarta,17.5,20,95,1,40,Beauty,0,0,Champions
CUST01954,Female,64,Semarang,10.3,10,94,1,170,Electronics,0,0,Champions
CUST01955,Male,50,Jakarta,43.1,35,59,8,309,Electronics,4,1,Lost Customers
CUST01956,Male,24,Jakarta,88.8,82,1,43,894,Food & Beverage,2,3,At Risk
CUST01957,Male,44,Semarang,67.0,57,16,30,440,Beauty,1,4,Loyal Customers
CUST01958,Male,52,Medan,12.4,8,87,1,10,Home & Living,0,0,Champions
CUST01959,Female,23,Jakarta,36.2,56,15,5,144,Food & Beverage,3,2,New Customers
CUST01960,Female,58,Medan,20.2,5,99,1,139,Beauty,0,0,Champions
CUST01961,Male,50,Jakarta,50.3,38,61,9,178,Electronics,4,1,Lost Customers
CUST01962,Female,45,Surabaya,50.5,31,62,9,144,Food & Beverage,4,1,Lost Customers
CUST01963,Female,63,Semarang,18.0,16,90,1,140,Home & Living,0,0,Champions
CUST01964,Male,59,Bandung,16.5,13,97,3,123,Electronics,0,0,Champions
CUST01965,Female,59,Makassar,16.1,16,102,6,104,Fashion,0,0,Champions
CUST01966,Male,60,Jakarta,14.6,7,94,1,10,Fashion,0,0,Champions
CUST01967,Female,62,Makassar,13.8,10,101,2,34,Electronics,0,0,Champions
CUST01968,Female,45,Bandung,68.9,59,21,30,459,Electronics,1,4,Loyal Customers
CUST01969,Male,48,Jakarta,55.2,37,55,10,152,Food & Beverage,4,1,Lost Customers
CUST01970,Female,33,Jakarta,99.3,85,3,46,830,Beauty,2,3,At Risk
CUST01971,Female,53,Jakarta,42.3,32,60,11,318,Electronics,4,1,Lost Customers
CUST01972,Female,46,Medan,65.8,63,8,29,397,Electronics,1,4,Loyal Customers
CUST01973,Female,49,Jakarta,54.0,35,59,11,394,Electronics,4,1,Lost Customers
CUST01974,Female,25,Jakarta,33.9,51,10,3,263,Fashion,3,2,New Customers
CUST01975,Male,25,Medan,29.7,55,11,3,269,Fashion,3,2,New Customers
CUST01976,Female,26,Surabaya,91.9,90,7,46,860,Sports,2,3,At Risk
CUST01977,Female,30,Bandung,84.4,77,3,47,978,Beauty,2,3,At Risk
CUST01978,Male,43,Jakarta,35.4,33,60,11,194,Fashion,4,1,Lost Customers
CUST01979,Male,57,Surabaya,14.7,13,89,3,62,Fashion,0,0,Champions
CUST01980,Female,45,Jakarta,65.4,62,15,28,503,Fashion,1,4,Loyal Customers
CUST01981,Female,44,Surabaya,66.3,57,17,31,526,Food & Beverage,1,4,Loyal Customers
CUST01982,Female,31,Surabaya,103.5,83,5,44,816,Beauty,2,3,At Risk
CUST01983,Female,19,Semarang,34.2,48,10,7,200,Electronics,3,2,New Customers
CUST01984,Female,41,Palembang,66.3,62,10,32,482,Electronics,1,4,Loyal Customers
CUST01985,Female,44,Palembang,65.1,63,16,31,391,Sports,1,4,Loyal Customers
CUST01986,Male,57,Surabaya,19.1,8,97,1,42,Food & Beverage,0,0,Champions
CUST01987,Female,44,Semarang,45.2,32,58,7,153,Home & Living,4,1,Lost Customers
CUST01988,Female,52,Surabaya,48.4,36,57,11,291,Beauty,4,1,Lost Customers
CUST01989,Female,29,Jakarta,98.3,87,9,48,856,Food & Beverage,2,3,At Risk
CUST01990,Female,46,Medan,46.0,31,61,12,30,Electronics,4,1,Lost Customers
CUST01991,Male,25,Bandung,25.4,49,1,8,94,Home & Living,3,2,New Customers
CUST01992,Male,32,Medan,88.9,91,3,49,933,Food & Beverage,2,3,At Risk
CUST01993,Female,47,Surabaya,45.1,37,57,11,288,Beauty,4,1,Lost Customers
CUST01994,Female,34,Surabaya,98.5,88,4,43,873,Beauty,2,3,At Risk
CUST01995,Male,61,Yogyakarta,23.3,14,92,2,134,Fashion,0,0,Champions
CUST01996,Female,48,Yogyakarta,68.0,60,17,30,374,Electronics,1,4,Loyal Customers
CUST01997,Male,47,Jakarta,46.7,33,63,13,117,Food & Beverage,4,1,Lost Customers
CUST01998,Female,20,Medan,42.0,46,4,1,136,Sports,3,2,New Customers
CUST01999,Male,45,Surabaya,48.2,34,52,10,212,Electronics,4,1,Lost Customers
CUST02000,Female,58,Bandung,25.5,7,101,4,158,Food & Beverage,0,0,Champions
CUST02001,Male,27,Jakarta,100.5,91,1,44,917,Electronics,2,3,At Risk
CUST02002,Male,39,Semarang,67.7,64,14,26,464,Sports,1,4,Loyal Customers
CUST02003,Female,25,Surabaya,31.6,46,8,1,10,Beauty,3,2,New Customers
CUST02004,Female,21,Medan,28.6,56,4,4,212,Food & Beverage,3,2,New Customers
CUST02005,Male,47,Jakarta,71.9,63,18,29,606,Food & Beverage,1,4,Loyal Customers
CUST02006,Female,49,Jakarta,45.1,32,65,8,208,Food & Beverage,4,1,Lost Customers
CUST02007,Female,25,Surabaya,92.3,83,3,41,1007,Sports,2,3,At Risk
CUST02008,Male,55,Palembang,25.5,10,93,2,43,Sports,0,0,Champions
CUST02009,Female,21,Makassar,35.6,48,6,1,173,Home & Living,3,2,New Customers
CUST02010,Male,30,Medan,28.4,45,11,2,346,Fashion,3,2,New Customers
CUST02011,Female,49,Surabaya,70.4,62,14,27,494,Food & Beverage,1,4,Loyal Customers
CUST02012,Female,24,Jakarta,36.3,57,2,3,89,Food & Beverage,3,2,New Customers
CUST02013,Male,53,Semarang,27.6,11,99,1,107,Home & Living,0,0,Champions
CUST02014,Male,42,Jakarta,79.7,56,1,28,608,Beauty,1,4,Loyal Customers
CUST02015,Female,57,Surabaya,23.8,15,93,3,131,Food & Beverage,0,0,Champions
CUST02016,Male,30,Bandung,98.6,92,5,48,868,Food & Beverage,2,3,At Risk
CUST02017,Male,47,Jakarta,45.8,41,58,11,234,Beauty,4,1,Lost Customers
CUST02018,Male,49,Semarang,46.7,38,55,11,144,Fashion,4,1,Lost Customers
CUST02019,Female,64,Yogyakarta,27.1,12,93,1,10,Food & Beverage,0,0,Champions
CUST02020,Male,47,Jakarta,48.0,36,58,11,365,Electronics,4,1,Lost Customers
CUST02021,Male,28,Makassar,28.0,54,15,4,193,Electronics,3,2,New Customers
CUST02022,Female,58,Bandung,14.8,10,102,3,10,Fashion,0,0,Champions
CUST02023,Male,25,Jakarta,32.7,50,3,3,312,Electronics,3,2,New Customers
CUST02024,Male,45,Medan,45.3,38,60,10,197,Electronics,4,1,Lost Customers
CUST02025,Female,49,Yogyakarta,48.7,30,58,6,323,Home & Living,4,1,Lost Customers
CUST02026,Female,30,Palembang,91.7,94,1,43,942,Food & Beverage,2,3,At Risk
CUST02027,Female,29,Semarang,83.1,82,5,45,969,Food & Beverage,2,3,At Risk
CUST02028,Male,45,Bandung,48.8,40,57,9,152,Beauty,4,1,Lost Customers
CUST02029,Male,30,Jakarta,109.9,87,7,44,953,Fashion,2,3,At Risk
CUST02030,Male,48,Medan,46.0,42,57,12,235,Home & Living,4,1,Lost Customers
CUST02031,Male,58,Medan,13.5,15,100,2,144,Food & Beverage,0,0,Champions
CUST02032,Female,49,Jakarta,49.4,38,61,7,257,Home & Living,4,1,Lost Customers
CUST02033,Female,47,Surabaya,71.1,53,15,25,708,Home & Living,1,4,Loyal Customers
CUST02034,Female,60,Surabaya,21.5,10,99,4,184,Beauty,0,0,Champions
CUST02035,Male,25,Makassar,39.3,54,14,5,120,Food & Beverage,3,2,New Customers
CUST02036,Male,44,Medan,66.6,65,10,31,410,Beauty,1,4,Loyal Customers
CUST02037,Female,43,Jakarta,62.2,63,12,30,414,Fashion,1,4,Loyal Customers
CUST02038,Male,61,Surabaya,10.5,7,86,4,224,Sports,0,0,Champions
CUST02039,Male,47,Jakarta,46.6,35,49,10,224,Electronics,4,1,Lost Customers
CUST02040,Male,50,Jakarta,59.6,34,59,10,363,Electronics,4,1,Lost Customers
CUST02041,Female,34,Bandung,67.6,64,17,28,465,Electronics,1,4,Loyal Customers
CUST02042,Male,61,Jakarta,18.0,10,92,6,151,Fashion,0,0,Champions
CUST02043,Female,48,Palembang,52.6,38,53,11,292,Food & Beverage,4,1,Lost Customers
CUST02044,Male,59,Semarang,25.8,15,103,1,10,Fashion,0,0,Champions
CUST02045,Female,26,Semarang,95.5,89,6,44,863,Electronics,2,3,At Risk
CUST02046,Male,58,Semarang,17.5,10,96,2,10,Electronics,0,0,Champions
CUST02047,Female,60,Medan,26.3,1,90,8,13,Beauty,0,0,Champions
CUST02048,Female,21,Jakarta,43.1,49,1,4,158,Electronics,3,2,New Customers
CUST02049,Female,26,Bandung,97.6,86,10,44,868,Sports,2,3,At Risk
CUST02050,Female,45,Surabaya,61.2,63,13,28,571,Home & Living,1,4,Loyal Customers
CUST02051,Female,45,Surabaya,66.4,59,12,31,467,Sports,1,4,Loyal Customers
CUST02052,Male,23,Surabaya,25.9,55,9,5,70,Electronics,3,2,New Customers
CUST02053,Female,43,Surabaya,44.7,37,63,12,306,Food & Beverage,4,1,Lost Customers
CUST02054,Female,20,Medan,23.2,49,9,1,219,Food & Beverage,3,2,New Customers
CUST02055,Male,32,Jakarta,99.3,94,2,47,891,Food & Beverage,2,3,At Risk
CUST02056,Female,44,Surabaya,45.0,32,62,9,250,Home & Living,4,1,Lost Customers
CUST02057,Male,44,Yogyakarta,63.8,63,12,28,583,Home & Living,1,4,Loyal Customers
CUST02058,Female,56,Surabaya,14.8,14,101,3,93,Fashion,0,0,Champions
CUST02059,Male,31,Medan,92.8,95,4,47,922,Beauty,2,3,At Risk
CUST02060,Male,55,Bandung,16.6,14,94,7,10,Electronics,0,0,Champions
CUST02061,Female,59,Bandung,25.7,12,97,8,215,Fashion,0,0,Champions
CUST02062,Female,40,Jakarta,42.8,40,57,9,149,Food & Beverage,4,1,Lost Customers
CUST02063,Male,69,Makassar,22.2,18,97,6,159,Beauty,0,0,Champions
CUST02064,Male,40,Bandung,69.3,65,17,30,422,Fashion,1,4,Loyal Customers
CUST02065,Male,48,Bandung,46.2,38,56,16,174,Home & Living,4,1,Lost Customers
CUST02066,Male,47,Yogyakarta,43.8,29,62,14,237,Fashion,4,1,Lost Customers
CUST02067,Female,52,Jakarta,50.4,36,56,10,207,Sports,4,1,Lost Customers
CUST02068,Male,47,Bandung,62.9,58,19,32,325,Electronics,1,4,Loyal Customers
CUST02069,Female,27,Semarang,34.6,51,20,3,167,Electronics,3,2,New Customers
CUST02070,Female,58,Semarang,16.9,16,96,1,58,Electronics,0,0,Champions
CUST02071,Female,38,Jakarta,49.1,32,59,9,115,Electronics,4,1,Lost Customers
CUST02072,Male,30,Medan,98.6,90,4,44,891,Beauty,2,3,At Risk
CUST02073,Female,31,Palembang,95.8,85,1,44,874,Fashion,2,3,At Risk
CUST02074,Female,40,Semarang,58.7,59,7,27,548,Electronics,1,4,Loyal Customers
CUST02075,Male,43,Surabaya,52.4,36,57,9,154,Fashion,4,1,Lost Customers
CUST02076,Female,62,Makassar,19.1,7,98,2,87,Beauty,0,0,Champions
CUST02077,Male,25,Makassar,31.7,54,7,6,230,Fashion,3,2,New Customers
CUST02078,Male,60,Medan,14.4,13,93,4,61,Food & Beverage,0,0,Champions
CUST02079,Female,49,Medan,21.7,12,99,1,246,Beauty,0,0,Champions
CUST02080,Female,23,Surabaya,30.4,57,4,5,247,Fashion,3,2,New Customers
CUST02081,Female,50,Jakarta,49.2,43,58,7,187,Electronics,4,1,Lost Customers
CUST02082,Male,58,Medan,24.9,12,92,1,164,Electronics,0,0,Champions
CUST02083,Female,25,Jakarta,81.0,87,1,44,944,Food & Beverage,2,3,At Risk
CUST02084,Male,41,Makassar,70.4,57,15,31,461,Food & Beverage,1,4,Loyal Customers
CUST02085,Female,59,Yogyakarta,16.4,15,99,3,72,Beauty,0,0,Champions
CUST02086,Female,56,Jakarta,19.7,10,86,3,10,Food & Beverage,0,0,Champions
